Data point number,Authors,Paper name,Year,Journal,Country of authors' affiliation,Channel hydraulic diameter [mm],Channel lenght [mm],Channel boundary conditions,Channel cross section type,Channel cross section aspect ratio,Ignition location,Initial temperature [K],Initial pressure [bar],H2 [% v/v],CH4 [% v/v],C2H2 [% v/v],C2H4 [% v/v],C2H6 [% v/v],C3H8 [% v/v],C4H10 [% v/v],CO [% v/v],O2 [% v/v],N2 [% v/v],Ar [% v/v],He [% v/v],CO2 [% v/v],Run-up distance to detonation [mm],CJ detonation speed [m/s],Detonation induction lenght [m],Laminar flame speed [m/s],Expansion ratio ,Laminar flame thickness [m],Adiabatic flame temperature [K],Cp/Cv,Sound speed in burnt products [m/s],Sound speed in fresh mixture [m/s],Lewis (fuel),Lewis (Oxygen),Activation energy [J/kmol],Zeldovich number
487,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,30,1220,Closed/Closed,Rectangular,30 : 4.0,Closed end,300,0.15,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,652.7561355668092,2.282382639213413313e+03,1.405831452658388059e-04,5.031942124093872870e+00,1.335775340186272508e+01,3.955785150914870041e-01,2.923510448398943026e+03,1.339501173984197990e+00,1.156341081760726865e+03,3.282346169087550152e+02,1.135874829887002502e+00,1.295562943135534217e+00,8.436261636732984334e+04,3.115391516503836389e+00
488,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,30,1220,Closed/Closed,Rectangular,30 : 1.0,Closed end,300,0.2,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,83.22620438904039,2.295906192417673537e+03,1.048557133517765457e-04,5.016302689991023023e+00,1.347520987832382566e+01,3.010613477938690052e-01,2.959185735919538274e+03,1.339501173984198212e+00,1.160802489496167254e+03,3.282346169087549015e+02,1.135874829887002280e+00,1.295562943135537992e+00,8.729137644987623207e+04,3.188924514949045275e+00
489,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,30,1220,Closed/Closed,Rectangular,30 : 2.2,Closed end,300,0.2,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,290.11492014024134,2.295906192417673537e+03,1.048557133517765457e-04,5.016302689991023023e+00,1.347520987832382566e+01,3.010613477938690052e-01,2.959185735919538274e+03,1.339501173984198212e+00,1.160802489496167254e+03,3.282346169087549015e+02,1.135874829887002280e+00,1.295562943135537992e+00,8.729137644987623207e+04,3.188924514949045275e+00
490,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,30,1220,Closed/Closed,Rectangular,30 : 2.9,Closed end,300,0.2,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,342.46526425139575,2.295906192417673537e+03,1.048557133517765457e-04,5.016302689991023023e+00,1.347520987832382566e+01,3.010613477938690052e-01,2.959185735919538274e+03,1.339501173984198212e+00,1.160802489496167254e+03,3.282346169087549015e+02,1.135874829887002280e+00,1.295562943135537992e+00,8.729137644987623207e+04,3.188924514949045275e+00
491,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,30,1220,Closed/Closed,Rectangular,30 : 4.0,Closed end,300,0.2,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,377.25944682508737,2.295906192417673537e+03,1.048557133517765457e-04,5.016302689991023023e+00,1.347520987832382566e+01,3.010613477938690052e-01,2.959185735919538274e+03,1.339501173984198212e+00,1.160802489496167254e+03,3.282346169087549015e+02,1.135874829887002280e+00,1.295562943135537992e+00,8.729137644987623207e+04,3.188924514949045275e+00
492,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,30,1220,Closed/Closed,Rectangular,30 : 1.0,Closed end,300,0.25,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,36.875081158291096,2.306452023828978781e+03,8.352594175646167068e-05,4.994867956102011064e+00,1.357213966761402624e+01,2.428583979176749952e-01,2.987298390081908110e+03,1.339501173984197990e+00,1.164471577495581641e+03,3.282346169087549583e+02,1.135874829887000947e+00,1.295562943135534661e+00,8.523215699224475247e+04,3.087540937622592629e+00
493,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,30,1220,Closed/Closed,Rectangular,30 : 2.2,Closed end,300,0.25,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,215.9427347097777,2.306452023828978781e+03,8.352594175646167068e-05,4.994867956102011064e+00,1.357213966761402624e+01,2.428583979176749952e-01,2.987298390081908110e+03,1.339501173984197990e+00,1.164471577495581641e+03,3.282346169087549583e+02,1.135874829887000947e+00,1.295562943135534661e+00,8.523215699224475247e+04,3.087540937622592629e+00
494,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,30,1220,Closed/Closed,Rectangular,30 : 2.9,Closed end,300,0.25,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,305.39215686274486,2.306452023828978781e+03,8.352594175646167068e-05,4.994867956102011064e+00,1.357213966761402624e+01,2.428583979176749952e-01,2.987298390081908110e+03,1.339501173984197990e+00,1.164471577495581641e+03,3.282346169087549583e+02,1.135874829887000947e+00,1.295562943135534661e+00,8.523215699224475247e+04,3.087540937622592629e+00
495,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,30,1220,Closed/Closed,Rectangular,30 : 4.0,Closed end,300,0.25,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,316.3322945072066,2.306452023828978781e+03,8.352594175646167068e-05,4.994867956102011064e+00,1.357213966761402624e+01,2.428583979176749952e-01,2.987298390081908110e+03,1.339501173984197990e+00,1.164471577495581641e+03,3.282346169087549583e+02,1.135874829887000947e+00,1.295562943135534661e+00,8.523215699224475247e+04,3.087540937622592629e+00
496,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,30,1220,Closed/Closed,Rectangular,30 : 1.0,Closed end,300,0.3,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,24.954551356966476,2.315101886315516822e+03,6.871408252121834009e-05,4.988248404352962240e+00,1.365280784619158361e+01,2.043673104294155274e-01,3.010801120677908330e+03,1.339501173984197990e+00,1.167536004785293244e+03,3.282346169087549583e+02,1.135874829887000725e+00,1.295562943135533551e+00,8.846456309405899083e+04,3.182500639460517089e+00
497,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,30,1220,Closed/Closed,Rectangular,30 : 2.2,Closed end,300,0.3,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,112.61524477340606,2.315101886315516822e+03,6.871408252121834009e-05,4.988248404352962240e+00,1.365280784619158361e+01,2.043673104294155274e-01,3.010801120677908330e+03,1.339501173984197990e+00,1.167536004785293244e+03,3.282346169087549583e+02,1.135874829887000725e+00,1.295562943135533551e+00,8.846456309405899083e+04,3.182500639460517089e+00
498,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,30,1220,Closed/Closed,Rectangular,30 : 2.9,Closed end,300,0.3,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,147.74055317491218,2.315101886315516822e+03,6.871408252121834009e-05,4.988248404352962240e+00,1.365280784619158361e+01,2.043673104294155274e-01,3.010801120677908330e+03,1.339501173984197990e+00,1.167536004785293244e+03,3.282346169087549583e+02,1.135874829887000725e+00,1.295562943135533551e+00,8.846456309405899083e+04,3.182500639460517089e+00
499,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,30,1220,Closed/Closed,Rectangular,30 : 4.0,Closed end,300,0.3,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,145.46162835995312,2.315101886315516822e+03,6.871408252121834009e-05,4.988248404352962240e+00,1.365280784619158361e+01,2.043673104294155274e-01,3.010801120677908330e+03,1.339501173984197990e+00,1.167536004785293244e+03,3.282346169087549583e+02,1.135874829887000725e+00,1.295562943135533551e+00,8.846456309405899083e+04,3.182500639460517089e+00
500,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 1.0,Closed end,300,0.2,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,118.67249969619635,2.295906192417673537e+03,1.048557133517765457e-04,5.016302689991023023e+00,1.347520987832382566e+01,3.010613477938690052e-01,2.959185735919538274e+03,1.339501173984198212e+00,1.160802489496167254e+03,3.282346169087549015e+02,1.135874829887002280e+00,1.295562943135537992e+00,8.729137644987623207e+04,3.188924514949045275e+00
501,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,20,1220,Closed/Closed,Rectangular,20 : 1.0,Closed end,300,0.2,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,98.95491554259326,2.295906192417673537e+03,1.048557133517765457e-04,5.016302689991023023e+00,1.347520987832382566e+01,3.010613477938690052e-01,2.959185735919538274e+03,1.339501173984198212e+00,1.160802489496167254e+03,3.282346169087549015e+02,1.135874829887002280e+00,1.295562943135537992e+00,8.729137644987623207e+04,3.188924514949045275e+00
502,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,30,1220,Closed/Closed,Rectangular,30 : 1.0,Closed end,300,0.2,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,92.69996354356543,2.295906192417673537e+03,1.048557133517765457e-04,5.016302689991023023e+00,1.347520987832382566e+01,3.010613477938690052e-01,2.959185735919538274e+03,1.339501173984198212e+00,1.160802489496167254e+03,3.282346169087549015e+02,1.135874829887002280e+00,1.295562943135537992e+00,8.729137644987623207e+04,3.188924514949045275e+00
503,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 1.0,Closed end,300,0.25,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,102.56069996354356,2.306452023828978781e+03,8.352594175646167068e-05,4.994867956102011064e+00,1.357213966761402624e+01,2.428583979176749952e-01,2.987298390081908110e+03,1.339501173984197990e+00,1.164471577495581641e+03,3.282346169087549583e+02,1.135874829887000947e+00,1.295562943135534661e+00,8.523215699224475247e+04,3.087540937622592629e+00
504,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,20,1220,Closed/Closed,Rectangular,20 : 1.0,Closed end,300,0.25,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,66.35022481467978,2.306452023828978781e+03,8.352594175646167068e-05,4.994867956102011064e+00,1.357213966761402624e+01,2.428583979176749952e-01,2.987298390081908110e+03,1.339501173984197990e+00,1.164471577495581641e+03,3.282346169087549583e+02,1.135874829887000947e+00,1.295562943135534661e+00,8.523215699224475247e+04,3.087540937622592629e+00
505,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,30,1220,Closed/Closed,Rectangular,30 : 1.0,Closed end,300,0.25,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,24.26686110098433,2.306452023828978781e+03,8.352594175646167068e-05,4.994867956102011064e+00,1.357213966761402624e+01,2.428583979176749952e-01,2.987298390081908110e+03,1.339501173984197990e+00,1.164471577495581641e+03,3.282346169087549583e+02,1.135874829887000947e+00,1.295562943135534661e+00,8.523215699224475247e+04,3.087540937622592629e+00
506,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 1.0,Closed end,300,0.3,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,75.63932434074613,2.315101886315516822e+03,6.871408252121834009e-05,4.988248404352962240e+00,1.365280784619158361e+01,2.043673104294155274e-01,3.010801120677908330e+03,1.339501173984197990e+00,1.167536004785293244e+03,3.282346169087549583e+02,1.135874829887000725e+00,1.295562943135533551e+00,8.846456309405899083e+04,3.182500639460517089e+00
507,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,20,1220,Closed/Closed,Rectangular,20 : 1.0,Closed end,300,0.3,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,40.761696439421556,2.315101886315516822e+03,6.871408252121834009e-05,4.988248404352962240e+00,1.365280784619158361e+01,2.043673104294155274e-01,3.010801120677908330e+03,1.339501173984197990e+00,1.167536004785293244e+03,3.282346169087549583e+02,1.135874829887000725e+00,1.295562943135533551e+00,8.846456309405899083e+04,3.182500639460517089e+00
508,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,30,1220,Closed/Closed,Rectangular,30 : 1.0,Closed end,300,0.3,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,34.1237088346093,2.315101886315516822e+03,6.871408252121834009e-05,4.988248404352962240e+00,1.365280784619158361e+01,2.043673104294155274e-01,3.010801120677908330e+03,1.339501173984197990e+00,1.167536004785293244e+03,3.282346169087549583e+02,1.135874829887000725e+00,1.295562943135533551e+00,8.846456309405899083e+04,3.182500639460517089e+00
509,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 1.0,Closed end,300,0.325,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,63.31704945922954,2.318908135100623440e+03,6.341173169583047770e-05,4.986237080331412663e+00,1.368881013197003860e+01,1.895985391460404124e-01,3.021278317578663064e+03,1.339501173984197990e+00,1.168907634575305565e+03,3.282346169087549583e+02,1.135874829887004056e+00,1.295562943135542877e+00,8.957254075258944067e+04,3.212535147854180817e+00
510,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,20,1220,Closed/Closed,Rectangular,20 : 1.0,Closed end,300,0.325,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,36.20707254830478,2.318908135100623440e+03,6.341173169583047770e-05,4.986237080331412663e+00,1.368881013197003860e+01,1.895985391460404124e-01,3.021278317578663064e+03,1.339501173984197990e+00,1.168907634575305565e+03,3.282346169087549583e+02,1.135874829887004056e+00,1.295562943135542877e+00,8.957254075258944067e+04,3.212535147854180817e+00
511,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,30,1220,Closed/Closed,Rectangular,30 : 1.0,Closed end,300,0.325,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,26.54271478916027,2.318908135100623440e+03,6.341173169583047770e-05,4.986237080331412663e+00,1.368881013197003860e+01,1.895985391460404124e-01,3.021278317578663064e+03,1.339501173984197990e+00,1.168907634575305565e+03,3.282346169087549583e+02,1.135874829887004056e+00,1.295562943135542877e+00,8.957254075258944067e+04,3.212535147854180817e+00
512,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 1.0,Closed end,300,0.35,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,59.90861587070117,2.322436687930606240e+03,5.889060635917757008e-05,4.981339089328093550e+00,1.372072550368293697e+01,1.765687963744613787e-01,3.030994945135060334e+03,1.339501173984197990e+00,1.170112217845498208e+03,3.282346169087549015e+02,1.135874829887001614e+00,1.295562943135534217e+00,8.159483760605330463e+04,2.918134530238969404e+00
513,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,20,1220,Closed/Closed,Rectangular,20 : 1.0,Closed end,300,0.35,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,21.993923927573206,2.322436687930606240e+03,5.889060635917757008e-05,4.981339089328093550e+00,1.372072550368293697e+01,1.765687963744613787e-01,3.030994945135060334e+03,1.339501173984197990e+00,1.170112217845498208e+03,3.282346169087549015e+02,1.135874829887001614e+00,1.295562943135534217e+00,8.159483760605330463e+04,2.918134530238969404e+00
514,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,30,1220,Closed/Closed,Rectangular,30 : 1.0,Closed end,300,0.35,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,47.7720257625471,2.322436687930606240e+03,5.889060635917757008e-05,4.981339089328093550e+00,1.372072550368293697e+01,1.765687963744613787e-01,3.030994945135060334e+03,1.339501173984197990e+00,1.170112217845498208e+03,3.282346169087549015e+02,1.135874829887001614e+00,1.295562943135534217e+00,8.159483760605330463e+04,2.918134530238969404e+00
515,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 2.2,Closed end,300,0.1,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,680.2597163381836,2.263477329508367802e+03,2.170736534286015374e-04,5.052633446594789746e+00,1.319818241003634540e+01,5.827693689851481951e-01,2.878091857484243519e+03,1.339501173984198878e+00,1.150191670564789320e+03,3.282346169087553562e+02,1.135874829887018045e+00,1.295562943135557976e+00,9.000776573443756206e+04,3.374326605412615532e+00
516,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,20,1220,Closed/Closed,Rectangular,20 : 2.2,Closed end,300,0.1,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,539.3037391784857,2.263477329508367802e+03,2.170736534286015374e-04,5.052633446594789746e+00,1.319818241003634540e+01,5.827693689851481951e-01,2.878091857484243519e+03,1.339501173984198878e+00,1.150191670564789320e+03,3.282346169087553562e+02,1.135874829887018045e+00,1.295562943135557976e+00,9.000776573443756206e+04,3.374326605412615532e+00
517,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,30,1220,Closed/Closed,Rectangular,30 : 2.2,Closed end,300,0.1,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,700.5581138331181,2.263477329508367802e+03,2.170736534286015374e-04,5.052633446594789746e+00,1.319818241003634540e+01,5.827693689851481951e-01,2.878091857484243519e+03,1.339501173984198878e+00,1.150191670564789320e+03,3.282346169087553562e+02,1.135874829887018045e+00,1.295562943135557976e+00,9.000776573443756206e+04,3.374326605412615532e+00
518,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 2.2,Closed end,300,0.15,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,583.9528458279607,2.282382639213413313e+03,1.405831452658388059e-04,5.031942124093872870e+00,1.335775340186272508e+01,3.955785150914870041e-01,2.923510448398943026e+03,1.339501173984197990e+00,1.156341081760726865e+03,3.282346169087550152e+02,1.135874829887002502e+00,1.295562943135534217e+00,8.436261636732984334e+04,3.115391516503836389e+00
